CustomerID,Recency,Frequency,Monetary,ActiveMonths,AverageOrderValue,HighValueOneTimeBuyer,Cluster,KMeansSegment,Segment
12422,95,3,803.5600000000001,3,267.85333333333335,False,2,Recent Low-Engagement,Recent Low-Engagement
12423,0,8,1859.31,8,232.41375,False,4,Regular Buyers,Regular Buyers
12424,162,2,1760.96,1,880.48,False,2,Recent Low-Engagement,Recent Low-Engagement
12425,78,1,777.2,1,777.2,False,2,Recent Low-Engagement,Recent Low-Engagement
12426,194,1,582.73,1,582.73,False,0,Dormant Customers,Dormant Customers
12427,21,3,825.8,3,275.26666666666665,False,2,Recent Low-Engagement,Recent Low-Engagement
12428,25,9,7956.46,5,884.0511111111111,False,1,High-Value & Active,High-Value & Active
12429,9,4,3750.4,4,937.6,False,4,Regular Buyers,Regular Buyers
12430,43,1,256.4,1,256.4,False,3,,
12431,35,15,6487.45,8,432.49666666666667,False,1,High-Value & Active,High-Value & Active
12432,42,5,5059.32,2,1011.8639999999999,False,4,Regular Buyers,Regular Buyers
12433,0,7,13375.87,5,1910.8385714285716,False,1,High-Value & Active,High-Value & Active
12434,84,2,806.14,2,403.07,False,2,Recent Low-Engagement,Recent Low-Engagement
12435,79,2,7829.89,2,3914.945,False,4,Regular Buyers,Regular Buyers
12436,99,1,509.01,1,509.01,False,3,,
12437,1,18,4951.41,10,275.0783333333333,False,1,High-Value & Active,High-Value & Active
12438,14,2,2906.85,2,1453.425,False,2,Recent Low-Engagement,Recent Low-Engagement
12441,366,1,173.55,1,173.55,False,0,Dormant Customers,Dormant Customers
12442,3,1,172.06,1,172.06,False,3,,
12444,21,5,5005.46,5,1001.092,False,4,Regular Buyers,Regular Buyers
12445,22,1,133.4,1,133.4,False,3,,
12446,57,1,1002.3100000000001,1,1002.3100000000001,False,2,Recent Low-Engagement,Recent Low-Engagement
12447,243,1,476.49,1,476.49,False,0,Dormant Customers,Dormant Customers
12448,44,1,449.45,1,449.45,False,3,,
12449,22,4,4067.29,4,1016.8225,False,4,Regular Buyers,Regular Buyers
12450,156,2,197.88,2,98.94,False,3,,
12451,10,5,9035.52,4,1807.104,False,4,Regular Buyers,Regular Buyers
12452,16,2,430.57,1,215.285,False,2,Recent Low-Engagement,Recent Low-Engagement
12453,134,1,707.09,1,707.09,False,2,Recent Low-Engagement,Recent Low-Engagement
12454,56,1,3528.34,1,3528.34,False,2,Recent Low-Engagement,Recent Low-Engagement
12455,73,6,2466.86,5,411.1433333333334,False,4,Regular Buyers,Regular Buyers
12456,44,3,3181.04,3,1060.3466666666666,False,4,Regular Buyers,Regular Buyers
12457,66,7,2363.23,3,337.6042857142857,False,4,Regular Buyers,Regular Buyers
12458,71,2,947.4,2,473.7,False,2,Recent Low-Engagement,Recent Low-Engagement
12461,94,2,826.88,2,413.44,False,2,Recent Low-Engagement,Recent Low-Engagement
12462,18,2,1189.59,2,594.795,False,2,Recent Low-Engagement,Recent Low-Engagement
12463,53,4,1344.78,4,336.195,False,2,Recent Low-Engagement,Recent Low-Engagement
12464,10,8,1212.05,5,151.50625,False,4,Regular Buyers,Regular Buyers
12465,17,2,742.1899999999999,2,371.09499999999997,False,2,Recent Low-Engagement,Recent Low-Engagement
12468,187,2,729.5400000000001,2,364.77000000000004,False,0,Dormant Customers,Dormant Customers
12471,2,30,19824.05,12,660.8016666666666,False,1,High-Value & Active,High-Value & Active
12472,32,7,6572.11,7,938.8728571428571,False,4,Regular Buyers,Regular Buyers
12473,29,5,3938.5499999999997,4,787.7099999999999,False,4,Regular Buyers,Regular Buyers
12474,17,18,7375.79,9,409.7661111111111,False,1,High-Value & Active,High-Value & Active
12475,53,1,723.38,1,723.38,False,2,Recent Low-Engagement,Recent Low-Engagement
12476,15,11,6816.42,9,619.6745454545454,False,1,High-Value & Active,High-Value & Active
12477,22,6,13219.74,5,2203.29,False,4,Regular Buyers,Regular Buyers
12478,3,1,680.99,1,680.99,False,2,Recent Low-Engagement,Recent Low-Engagement
12479,11,1,527.2,1,527.2,False,3,,
12480,28,4,3281.63,4,820.4075,False,4,Regular Buyers,Regular Buyers
12481,22,10,5596.32,7,559.632,False,1,High-Value & Active,High-Value & Active
12483,17,8,2484.98,7,310.6225,False,4,Regular Buyers,Regular Buyers
12484,32,6,4541.72,4,756.9533333333334,False,4,Regular Buyers,Regular Buyers
12488,9,3,1298.66,3,432.8866666666667,False,2,Recent Low-Engagement,Recent Low-Engagement
12489,336,1,334.93,1,334.93,False,0,Dormant Customers,Dormant Customers
12490,5,10,5417.93,8,541.793,False,1,High-Value & Active,High-Value & Active
12491,38,1,460.40000000000003,1,460.40000000000003,False,3,,
12492,63,2,263.21000000000004,2,131.60500000000002,False,3,,
12493,165,2,433.74,2,216.87,False,0,Dormant Customers,Dormant Customers
12494,15,7,1246.1000000000001,6,178.01428571428573,False,4,Regular Buyers,Regular Buyers
12497,81,1,1043.1,1,1043.1,False,2,Recent Low-Engagement,Recent Low-Engagement
12498,21,3,403.70000000000005,2,134.5666666666667,False,2,Recent Low-Engagement,Recent Low-Engagement
12500,23,11,4257.82,7,387.07454545454544,False,1,High-Value & Active,High-Value & Active
12501,336,1,2169.39,1,2169.39,False,0,Dormant Customers,Dormant Customers
12502,95,5,3723.87,5,744.774,False,4,Regular Buyers,Regular Buyers
12504,18,2,482.04999999999995,1,241.02499999999998,False,2,Recent Low-Engagement,Recent Low-Engagement
12506,232,1,73.5,1,73.5,False,0,Dormant Customers,Dormant Customers
12507,134,3,1304.81,2,434.93666666666667,False,2,Recent Low-Engagement,Recent Low-Engagement
12508,26,2,398.27,1,199.135,False,3,,
12509,284,1,176.5,1,176.5,False,0,Dormant Customers,Dormant Customers
12510,142,2,982.5699999999999,2,491.28499999999997,False,2,Recent Low-Engagement,Recent Low-Engagement
12512,66,2,138.03,1,69.015,False,3,,
12513,112,1,612.29,1,612.29,False,3,,
12514,267,1,1017.68,1,1017.68,False,0,Dormant Customers,Dormant Customers
12515,353,1,383.7,1,383.7,False,0,Dormant Customers,Dormant Customers
12516,77,2,1312.06,2,656.03,False,2,Recent Low-Engagement,Recent Low-Engagement
12517,28,5,2502.84,4,500.56800000000004,False,4,Regular Buyers,Regular Buyers
12518,0,5,2056.89,5,411.378,False,4,Regular Buyers,Regular Buyers
12519,63,1,340.84,1,340.84,False,3,,
12520,79,5,2634.26,4,526.8520000000001,False,4,Regular Buyers,Regular Buyers
12521,142,1,599.68,1,599.68,False,3,,
12522,39,2,192.72,1,96.36,False,3,,
12523,19,11,1789.77,9,162.70636363636365,False,4,Regular Buyers,Regular Buyers
12524,9,8,4485.72,7,560.715,False,4,Regular Buyers,Regular Buyers
12526,0,3,1316.66,3,438.8866666666667,False,2,Recent Low-Engagement,Recent Low-Engagement
12527,81,3,348.71000000000004,3,116.23666666666668,False,2,Recent Low-Engagement,Recent Low-Engagement
12528,9,6,1933.48,6,322.24666666666667,False,4,Regular Buyers,Regular Buyers
12530,59,4,1662.28,4,415.57,False,4,Regular Buyers,Regular Buyers
12531,14,1,125.22,1,125.22,False,3,,
12532,30,1,349.83000000000004,1,349.83000000000004,False,3,,
12534,130,1,1089.18,1,1089.18,False,2,Recent Low-Engagement,Recent Low-Engagement
12535,91,2,716.35,2,358.175,False,2,Recent Low-Engagement,Recent Low-Engagement
12536,43,3,12601.830000000002,1,4200.610000000001,False,4,Regular Buyers,Regular Buyers
12538,29,1,363.95,1,363.95,False,3,,
12539,22,4,5568.35,3,1392.0875,False,4,Regular Buyers,Regular Buyers
12540,19,17,13400.24,11,788.2494117647059,False,1,High-Value & Active,High-Value & Active
12541,29,3,981.18,3,327.06,False,2,Recent Low-Engagement,Recent Low-Engagement
12544,36,1,372.7,1,372.7,False,3,,
12545,75,2,1000.39,2,500.195,False,2,Recent Low-Engagement,Recent Low-Engagement
12546,46,2,1161.5,2,580.75,False,2,Recent Low-Engagement,Recent Low-Engagement
12547,197,2,207.79999999999998,2,103.89999999999999,False,0,Dormant Customers,Dormant Customers
12548,166,1,95.19999999999999,1,95.19999999999999,False,3,,
12550,79,1,964.83,1,964.83,False,2,Recent Low-Engagement,Recent Low-Engagement
12551,357,1,168.0,1,168.0,False,0,Dormant Customers,Dormant Customers
12552,38,2,437.82,2,218.91,False,2,Recent Low-Engagement,Recent Low-Engagement
12553,8,10,3692.28,9,369.228,False,4,Regular Buyers,Regular Buyers
12556,50,2,603.71,2,301.855,False,2,Recent Low-Engagement,Recent Low-Engagement
12557,16,5,11990.960000000001,5,2398.192,False,4,Regular Buyers,Regular Buyers
12558,7,1,269.96,1,269.96,False,3,,
12559,310,2,561.71,2,280.855,False,0,Dormant Customers,Dormant Customers
12560,5,3,2134.01,3,711.3366666666667,False,4,Regular Buyers,Regular Buyers
12561,302,1,238.85,1,238.85,False,0,Dormant Customers,Dormant Customers
12562,8,7,3781.7400000000002,7,540.2485714285715,False,4,Regular Buyers,Regular Buyers
12564,261,1,456.9,1,456.9,False,0,Dormant Customers,Dormant Customers
12565,288,1,145.92,1,145.92,False,0,Dormant Customers,Dormant Customers
12566,86,1,351.65,1,351.65,False,3,,
12567,22,10,9401.28,7,940.128,False,1,High-Value & Active,High-Value & Active
12569,2,32,4124.69,9,128.8965625,False,1,High-Value & Active,High-Value & Active
12571,39,2,519.61,2,259.805,False,2,Recent Low-Engagement,Recent Low-Engagement
12572,8,2,1020.42,2,510.21,False,2,Recent Low-Engagement,Recent Low-Engagement
12573,227,1,160.54000000000002,1,160.54000000000002,False,0,Dormant Customers,Dormant Customers
12574,315,1,218.45,1,218.45,False,0,Dormant Customers,Dormant Customers
12576,35,5,1315.83,5,263.166,False,4,Regular Buyers,Regular Buyers
12577,35,3,657.8,2,219.26666666666665,False,2,Recent Low-Engagement,Recent Low-Engagement
12578,21,2,2794.51,2,1397.255,False,2,Recent Low-Engagement,Recent Low-Engagement
12579,78,1,440.42,1,440.42,False,3,,
12580,246,1,415.7,1,415.7,False,0,Dormant Customers,Dormant Customers
12581,39,1,197.71,1,197.71,False,3,,
12582,238,2,511.36,2,255.68,False,0,Dormant Customers,Dormant Customers
12583,2,15,7281.38,12,485.42533333333336,False,1,High-Value & Active,High-Value & Active
12584,3,9,2338.15,8,259.7944444444445,False,4,Regular Buyers,Regular Buyers
12585,234,2,2040.1,2,1020.05,False,0,Dormant Customers,Dormant Customers
12586,17,1,196.94000000000003,1,196.94000000000003,False,3,,
12587,7,1,144.0,1,144.0,False,3,,
12588,39,1,214.89999999999998,1,214.89999999999998,False,3,,
12589,28,2,646.68,2,323.34,False,2,Recent Low-Engagement,Recent Low-Engagement
12590,211,2,9864.26,1,4932.13,False,4,Regular Buyers,Regular Buyers
12591,317,1,452.84999999999997,1,452.84999999999997,False,0,Dormant Customers,Dormant Customers
12592,92,2,437.6,2,218.8,False,2,Recent Low-Engagement,Recent Low-Engagement
12593,108,3,418.09999999999997,2,139.36666666666665,False,2,Recent Low-Engagement,Recent Low-Engagement
12594,37,10,3338.2200000000003,9,333.822,False,4,Regular Buyers,Regular Buyers
12596,51,2,618.27,2,309.135,False,2,Recent Low-Engagement,Recent Low-Engagement
12597,19,4,3811.22,4,952.805,False,4,Regular Buyers,Regular Buyers
12598,9,8,3023.08,5,377.885,False,4,Regular Buyers,Regular Buyers
12599,29,7,1032.58,6,147.51142857142855,False,4,Regular Buyers,Regular Buyers
12600,28,10,2599.04,9,259.904,False,4,Regular Buyers,Regular Buyers
12601,189,5,577.0600000000001,5,115.412,False,2,Recent Low-Engagement,Recent Low-Engagement
12602,58,1,153.12,1,153.12,False,3,,
12603,21,1,739.1999999999999,1,739.1999999999999,False,2,Recent Low-Engagement,Recent Low-Engagement
12604,79,2,254.18,2,127.09,False,3,,
12607,60,1,1579.51,1,1579.51,False,2,Recent Low-Engagement,Recent Low-Engagement
12609,78,3,1126.85,3,375.6166666666666,False,2,Recent Low-Engagement,Recent Low-Engagement
12610,22,5,2099.54,3,419.908,False,4,Regular Buyers,Regular Buyers
12611,52,1,1193.32,1,1193.32,False,2,Recent Low-Engagement,Recent Low-Engagement
12612,74,1,704.0400000000001,1,704.0400000000001,False,2,Recent Low-Engagement,Recent Low-Engagement
12613,57,5,3344.38,3,668.876,False,4,Regular Buyers,Regular Buyers
12614,277,1,315.6,1,315.6,False,0,Dormant Customers,Dormant Customers
12615,2,4,2291.19,4,572.7975,False,4,Regular Buyers,Regular Buyers
12616,95,2,713.3,2,356.65,False,2,Recent Low-Engagement,Recent Low-Engagement
12617,29,1,355.53,1,355.53,False,3,,
12618,21,1,177.31,1,177.31,False,3,,
12619,16,9,3641.24,6,404.5822222222222,False,4,Regular Buyers,Regular Buyers
12620,14,3,1339.41,3,446.47,False,2,Recent Low-Engagement,Recent Low-Engagement
12621,1,20,13689.67,12,684.4835,False,1,High-Value & Active,High-Value & Active
12622,232,1,180.1,1,180.1,False,0,Dormant Customers,Dormant Customers
12623,276,1,305.1,1,305.1,False,0,Dormant Customers,Dormant Customers
12624,106,2,641.13,2,320.565,False,2,Recent Low-Engagement,Recent Low-Engagement
12625,211,2,2683.82,2,1341.91,False,2,Recent Low-Engagement,Recent Low-Engagement
12626,23,9,6620.48,6,735.6088888888888,False,1,High-Value & Active,High-Value & Active
12627,10,7,4478.53,5,639.79,False,4,Regular Buyers,Regular Buyers
12628,4,3,786.46,3,262.15333333333336,False,2,Recent Low-Engagement,Recent Low-Engagement
12630,9,2,1270.88,2,635.44,False,2,Recent Low-Engagement,Recent Low-Engagement
12631,57,1,640.5,1,640.5,False,3,,
12633,58,4,2163.98,4,540.995,False,4,Regular Buyers,Regular Buyers
12635,89,2,1689.18,2,844.59,False,2,Recent Low-Engagement,Recent Low-Engagement
12637,67,8,6021.9,6,752.7375,False,4,Regular Buyers,Regular Buyers
12638,33,1,671.69,1,671.69,False,2,Recent Low-Engagement,Recent Low-Engagement
12639,238,1,486.1,1,486.1,False,0,Dormant Customers,Dormant Customers
12640,23,3,1174.58,2,391.52666666666664,False,2,Recent Low-Engagement,Recent Low-Engagement
12641,115,1,185.9,1,185.9,False,3,,
12642,25,3,1013.26,3,337.75333333333333,False,2,Recent Low-Engagement,Recent Low-Engagement
12643,128,6,3344.64,4,557.4399999999999,False,4,Regular Buyers,Regular Buyers
12644,129,1,477.91,1,477.91,False,3,,
12645,33,4,1775.18,4,443.795,False,4,Regular Buyers,Regular Buyers
12646,4,2,1346.97,2,673.485,False,2,Recent Low-Engagement,Recent Low-Engagement
12647,22,12,3722.82,8,310.235,False,1,High-Value & Active,High-Value & Active
12648,154,1,318.05,1,318.05,False,3,,
12649,107,3,623.51,2,207.83666666666667,False,2,Recent Low-Engagement,Recent Low-Engagement
12650,3,1,314.44,1,314.44,False,3,,
12651,334,1,114.0,1,114.0,False,0,Dormant Customers,Dormant Customers
12652,331,1,919.98,1,919.98,False,0,Dormant Customers,Dormant Customers
12653,148,2,2209.85,2,1104.925,False,2,Recent Low-Engagement,Recent Low-Engagement
12654,10,5,601.98,3,120.396,False,2,Recent Low-Engagement,Recent Low-Engagement
12656,17,5,4051.17,5,810.234,False,4,Regular Buyers,Regular Buyers
12657,11,4,1643.18,3,410.795,False,4,Regular Buyers,Regular Buyers
12658,18,1,686.05,1,686.05,False,2,Recent Low-Engagement,Recent Low-Engagement
12659,29,1,91.68,1,91.68,False,3,,
12660,11,1,245.1,1,245.1,False,3,,
12662,0,11,3849.78,10,349.98,False,1,High-Value & Active,High-Value & Active
12664,8,9,4881.88,7,542.4311111111111,False,4,Regular Buyers,Regular Buyers
12665,324,1,63.0,1,63.0,False,0,Dormant Customers,Dormant Customers
12667,58,1,620.13,1,620.13,False,3,,
12668,11,4,3807.15,4,951.7875,False,4,Regular Buyers,Regular Buyers
12669,150,3,2744.0299999999997,3,914.6766666666666,False,2,Recent Low-Engagement,Recent Low-Engagement
12670,10,5,2996.05,4,599.21,False,4,Regular Buyers,Regular Buyers
12672,329,1,225.89999999999998,1,225.89999999999998,False,0,Dormant Customers,Dormant Customers
12673,5,2,610.52,2,305.26,False,2,Recent Low-Engagement,Recent Low-Engagement
12674,38,4,1970.6,4,492.65,False,4,Regular Buyers,Regular Buyers
12676,24,6,1331.39,6,221.89833333333334,False,4,Regular Buyers,Regular Buyers
12678,42,12,17628.46,9,1469.0383333333332,False,1,High-Value & Active,High-Value & Active
12679,58,4,1113.02,4,278.255,False,2,Recent Low-Engagement,Recent Low-Engagement
12680,0,4,862.81,3,215.7025,False,2,Recent Low-Engagement,Recent Low-Engagement
12681,14,22,13787.54,10,626.7063636363637,False,1,High-Value & Active,High-Value & Active
12682,3,31,12288.22,13,396.3941935483871,False,1,High-Value & Active,High-Value & Active
12683,4,15,8476.57,9,565.1046666666666,False,1,High-Value & Active,High-Value & Active
12684,7,7,2283.63,5,326.23285714285714,False,4,Regular Buyers,Regular Buyers
12685,28,6,2863.08,3,477.18,False,4,Regular Buyers,Regular Buyers
12686,371,1,89.14,1,89.14,False,0,Dormant Customers,Dormant Customers
12688,113,1,4873.8099999999995,1,4873.8099999999995,True,2,Recent Low-Engagement,High-Value One-Time Buyer
12689,25,2,1247.61,2,623.805,False,2,Recent Low-Engagement,Recent Low-Engagement
12690,205,1,389.01,1,389.01,False,0,Dormant Customers,Dormant Customers
12691,28,6,1035.8,5,172.63333333333333,False,4,Regular Buyers,Regular Buyers
12693,127,4,855.91,4,213.9775,False,2,Recent Low-Engagement,Recent Low-Engagement
12694,70,2,869.67,2,434.835,False,2,Recent Low-Engagement,Recent Low-Engagement
12695,7,4,582.1,4,145.525,False,2,Recent Low-Engagement,Recent Low-Engagement
12697,28,3,957.59,3,319.19666666666666,False,2,Recent Low-Engagement,Recent Low-Engagement
12700,7,4,4939.99,4,1234.9975,False,4,Regular Buyers,Regular Buyers
12701,79,2,797.71,2,398.855,False,2,Recent Low-Engagement,Recent Low-Engagement
12702,19,1,219.0,1,219.0,False,3,,
12703,71,1,283.55,1,283.55,False,3,,
12704,7,8,2340.84,5,292.605,False,4,Regular Buyers,Regular Buyers
12705,15,9,6868.29,7,763.1433333333333,False,1,High-Value & Active,High-Value & Active
12707,291,1,603.42,1,603.42,False,0,Dormant Customers,Dormant Customers
12708,29,10,2712.91,9,271.291,False,4,Regular Buyers,Regular Buyers
12709,15,15,9736.52,10,649.1013333333334,False,1,High-Value & Active,High-Value & Active
12710,96,3,1149.02,3,383.00666666666666,False,2,Recent Low-Engagement,Recent Low-Engagement
12712,28,13,4396.13,10,338.1638461538462,False,1,High-Value & Active,High-Value & Active
12713,0,1,848.55,1,848.55,False,2,Recent Low-Engagement,Recent Low-Engagement
12714,9,5,4708.86,5,941.7719999999999,False,4,Regular Buyers,Regular Buyers
12715,106,1,353.86,1,353.86,False,3,,
12716,3,2,1053.49,2,526.745,False,2,Recent Low-Engagement,Recent Low-Engagement
12717,151,2,1030.98,2,515.49,False,2,Recent Low-Engagement,Recent Low-Engagement
12718,71,1,238.25,1,238.25,False,3,,
12719,5,2,644.95,2,322.475,False,2,Recent Low-Engagement,Recent Low-Engagement
12720,2,25,5781.73,13,231.26919999999998,False,1,High-Value & Active,High-Value & Active
12721,31,6,2656.13,6,442.68833333333333,False,4,Regular Buyers,Regular Buyers
12722,85,4,997.63,3,249.4075,False,2,Recent Low-Engagement,Recent Low-Engagement
12723,3,5,725.07,3,145.014,False,4,Regular Buyers,Regular Buyers
12724,5,4,1031.41,4,257.8525,False,2,Recent Low-Engagement,Recent Low-Engagement
12725,371,1,427.8,1,427.8,False,0,Dormant Customers,Dormant Customers
12726,28,7,2609.1,7,372.7285714285714,False,4,Regular Buyers,Regular Buyers
12727,10,7,3980.7,6,568.6714285714286,False,4,Regular Buyers,Regular Buyers
12728,71,4,836.33,4,209.0825,False,2,Recent Low-Engagement,Recent Low-Engagement
12729,113,1,453.01,1,453.01,False,3,,
12731,23,12,18895.91,10,1574.6591666666666,False,1,High-Value & Active,High-Value & Active
12732,179,1,236.26000000000002,1,236.26000000000002,False,0,Dormant Customers,Dormant Customers
12733,234,1,383.95,1,383.95,False,0,Dormant Customers,Dormant Customers
12734,352,1,110.39999999999999,1,110.39999999999999,False,0,Dormant Customers,Dormant Customers
12735,315,2,779.5699999999999,1,389.78499999999997,False,0,Dormant Customers,Dormant Customers
12736,332,1,234.0,1,234.0,False,0,Dormant Customers,Dormant Customers
12738,372,1,155.35,1,155.35,False,0,Dormant Customers,Dormant Customers
12739,78,2,1013.04,1,506.52,False,2,Recent Low-Engagement,Recent Low-Engagement
12740,63,1,427.6,1,427.6,False,3,,
12743,134,2,546.43,1,273.215,False,2,Recent Low-Engagement,Recent Low-Engagement
12744,51,7,21279.29,4,3039.8985714285714,False,1,High-Value & Active,High-Value & Active
12747,2,11,4196.01,9,381.4554545454546,False,1,High-Value & Active,High-Value & Active
12748,0,209,33719.73,13,161.3384210526316,False,1,High-Value & Active,High-Value & Active
12749,3,5,4090.88,4,818.176,False,4,Regular Buyers,Regular Buyers
12750,128,1,275.88,1,275.88,False,3,,
12752,81,1,4366.78,1,4366.78,True,2,Recent Low-Engagement,High-Value One-Time Buyer
12753,22,6,21429.39,6,3571.565,False,1,High-Value & Active,High-Value & Active
12754,235,3,3010.74,3,1003.5799999999999,False,2,Recent Low-Engagement,Recent Low-Engagement
12755,280,2,3811.95,2,1905.975,False,0,Dormant Customers,Dormant Customers
12756,86,1,112.07999999999998,1,112.07999999999998,False,3,,
12757,15,13,7857.1,5,604.3923076923077,False,1,High-Value & Active,High-Value & Active
12758,116,2,2791.59,2,1395.795,False,2,Recent Low-Engagement,Recent Low-Engagement
12759,52,3,1531.44,3,510.48,False,2,Recent Low-Engagement,Recent Low-Engagement
12762,7,2,1898.52,2,949.26,False,2,Recent Low-Engagement,Recent Low-Engagement
12763,138,2,494.08,2,247.04,False,2,Recent Low-Engagement,Recent Low-Engagement
12764,316,1,1693.88,1,1693.88,False,0,Dormant Customers,Dormant Customers
12766,3,7,6989.63,7,998.5185714285715,False,4,Regular Buyers,Regular Buyers
12769,238,1,1143.6,1,1143.6,False,0,Dormant Customers,Dormant Customers
12770,210,1,1351.45,1,1351.45,False,0,Dormant Customers,Dormant Customers
12772,59,1,892.47,1,892.47,False,2,Recent Low-Engagement,Recent Low-Engagement
12775,17,5,1386.04,5,277.20799999999997,False,4,Regular Buyers,Regular Buyers
12778,19,6,822.23,5,137.03833333333333,False,4,Regular Buyers,Regular Buyers
12779,37,8,3981.36,8,497.67,False,4,Regular Buyers,Regular Buyers
12781,63,2,826.74,2,413.37,False,2,Recent Low-Engagement,Recent Low-Engagement
12782,4,5,2330.92,5,466.184,False,4,Regular Buyers,Regular Buyers
12783,2,6,2225.91,4,370.98499999999996,False,4,Regular Buyers,Regular Buyers
12784,9,2,574.42,1,287.21,False,2,Recent Low-Engagement,Recent Low-Engagement
12785,364,1,311.95,1,311.95,False,0,Dormant Customers,Dormant Customers
